Employee_ID,Gender,Company_Type,WFH_Setup_Available,Hours_Worked_Per_Week,Overtime_Hours,Tasks_Completed,Stress_Level,Satisfaction_Score,Performance_Score,Absenteeism_Days,Burn_Rate,Burnout_Risk,Productivity_Level
E101826,Male,Service,Yes,46.2,13,27,3.8,5.3,89.9,11,0.18,Low,Low
E101827,Female,Product,Yes,47.8,7,64,8.8,4.9,68.6,9,0.45,Medium,Low
E101828,Female,Service,No,48.4,5,16,1.7,5.9,92.6,1,0.07,Low,Low
E101829,Male,Service,Yes,53.9,10,89,1.3,8.1,72.8,4,0.02,Low,High
E101830,Female,Service,Yes,52.5,13,42,4.7,1.5,78.5,11,0.4,Medium,Low
E101831,Female,Product,Yes,40.9,6,32,2.6,8.3,78.0,1,0.04,Low,Medium
E101832,Female,Product,Yes,49.8,6,87,7.7,3.1,56.0,2,0.53,Medium,Medium
E101833,Female,Product,No,43.1,18,80,4.2,3.3,67.7,6,0.28,Low,Medium
E101834,Female,Service,No,44.3,9,60,3.4,6.4,62.1,0,0.12,Low,Medium
E101835,Female,Service,No,39.5,8,31,4.2,9.8,84.2,3,0.01,Low,Medium
E101836,Male,Service,Yes,36.5,17,47,3.0,1.2,96.7,6,0.26,Low,Low
E101837,Male,Product,Yes,44.8,16,47,3.7,7.1,60.6,4,0.11,Low,Medium
E101838,Female,Service,Yes,40.2,12,98,6.1,7.3,54.6,11,0.16,Low,High
E101839,Male,Service,Yes,49.6,3,44,8.8,6.2,75.3,4,0.33,Medium,Low
E101840,Male,Service,Yes,43.6,6,36,4.3,1.1,69.5,2,0.38,Medium,Low
E101841,Male,Service,No,46.5,7,67,3.9,6.5,51.8,7,0.14,Low,Medium
E101842,Male,Product,Yes,51.8,15,60,8.0,2.0,96.1,2,0.64,High,Low
E101843,Female,Product,Yes,37.6,11,58,1.2,1.7,97.0,6,0.1,Low,Medium
E101844,Female,Product,No,41.4,0,89,3.7,7.3,92.5,0,0.1,Low,High
E101845,Male,Service,No,45.9,5,48,5.1,7.3,64.0,10,0.14,Low,Medium
E101846,Male,Product,Yes,46.6,0,42,6.4,9.0,56.1,2,0.06,Low,Medium
E101847,Male,Product,Yes,50.5,7,49,2.4,1.0,79.6,0,0.22,Low,Low
E101848,Female,Service,Yes,49.3,11,82,4.9,4.4,64.1,3,0.27,Low,Medium
E101849,Female,Product,Yes,45.5,15,23,6.1,1.1,60.1,2,0.54,Medium,Low
E101850,Male,Service,Yes,46.5,0,36,5.6,4.3,82.1,11,0.32,Medium,Low
E101851,Female,Product,Yes,46.7,3,75,6.2,5.4,87.5,8,0.29,Low,Medium
E101852,Female,Product,Yes,37.7,18,99,7.0,5.8,76.4,1,0.29,Low,Medium
E101853,Female,Product,Yes,44.2,17,39,4.4,4.2,66.0,10,0.26,Low,Low
E101854,Female,Service,No,46.2,7,95,1.6,7.5,75.6,11,0.04,Low,High
E101855,Male,Service,No,47.3,5,93,1.5,4.7,80.0,4,0.08,Low,High
E101856,Female,Service,Yes,40.4,12,55,8.7,5.7,52.6,9,0.37,Medium,Low
E101857,Male,Service,No,38.7,19,21,7.1,8.2,72.2,2,0.13,Low,Low
E101858,Female,Product,Yes,43.8,2,73,7.9,2.6,79.9,2,0.58,Medium,Low
E101859,Female,Product,Yes,54.8,14,86,9.4,3.9,56.5,10,0.57,Medium,Low
E101860,Female,Product,Yes,40.9,5,81,7.8,5.7,72.4,4,0.34,Medium,Medium
E101861,Female,Service,Yes,50.9,5,47,7.2,7.9,67.3,1,0.15,Low,Medium
E101862,Male,Product,Yes,52.9,4,95,6.9,4.8,93.4,4,0.36,Medium,Medium
E101863,Male,Product,No,45.2,18,79,3.3,1.7,74.5,2,0.27,Low,Medium
E101864,Other,Product,Yes,41.6,9,74,9.6,9.9,71.3,1,0.01,Low,Medium
E101865,Female,Service,No,47.6,8,95,5.9,7.4,62.2,4,0.15,Low,High
E101866,Male,Service,Yes,46.0,13,72,3.0,7.5,97.9,2,0.08,Low,High
E101867,Male,Service,Yes,40.7,4,58,2.9,5.2,98.1,7,0.14,Low,Medium
E101868,Male,Product,Yes,41.7,6,62,8.3,5.9,68.3,1,0.34,Medium,Low
E101869,Female,Product,Yes,47.3,16,51,3.3,9.9,96.5,6,0.0,Low,High
E101870,Female,Product,Yes,49.7,16,39,1.4,6.4,80.9,7,0.05,Low,Medium
E101871,Male,Service,Yes,43.4,8,39,4.9,3.0,89.1,6,0.34,Medium,Low
E101872,Male,Service,Yes,44.7,6,71,8.4,9.7,54.5,1,0.03,Low,Medium
E101873,Female,Product,Yes,48.3,0,27,4.7,5.8,51.1,8,0.2,Low,Low
E101874,Female,Product,Yes,44.1,1,91,8.2,1.2,75.7,9,0.72,High,Low
E101875,Male,Product,Yes,43.5,9,26,8.4,6.2,53.8,5,0.32,Medium,Low
E101876,Female,Product,Yes,41.2,18,77,8.7,1.6,94.6,8,0.73,High,Low
E101877,Male,Service,No,41.1,7,76,6.3,5.7,91.0,2,0.27,Low,Medium
E101878,Male,Product,No,58.3,8,98,7.3,8.4,85.7,8,0.12,Low,High
E101879,Female,Product,Yes,44.0,14,42,3.4,5.8,51.6,2,0.14,Low,Medium
E101880,Female,Service,Yes,51.8,10,69,1.9,4.4,72.9,2,0.11,Low,Medium
E101881,Female,Service,Yes,53.4,11,89,5.8,8.9,53.9,11,0.06,Low,High
E101882,Female,Service,No,44.1,17,56,1.1,9.3,96.4,7,0.01,Low,High
E101883,Female,Service,Yes,46.8,1,75,5.2,4.1,80.6,5,0.31,Medium,Medium
E101884,Male,Product,Yes,45.5,14,94,1.9,5.5,57.8,0,0.09,Low,High
E101885,Male,Service,Yes,36.9,9,52,2.0,9.8,78.0,1,0.0,Low,High
E101886,Male,Service,Yes,37.2,6,95,8.8,2.6,55.9,9,0.65,High,Low
E101887,Male,Service,No,45.2,8,19,6.8,3.7,57.3,7,0.43,Medium,Low
E101888,Female,Service,No,42.9,16,98,6.8,4.9,54.0,6,0.35,Medium,Medium
E101889,Other,Service,Yes,54.5,13,62,4.6,1.9,93.6,7,0.37,Medium,Low
E101890,Male,Product,No,43.8,8,49,4.7,3.4,77.3,7,0.31,Medium,Low
E101891,Male,Service,Yes,54.8,6,62,3.7,5.9,66.4,5,0.15,Low,Medium
E101892,Female,Service,No,42.6,14,28,4.9,3.1,50.0,6,0.34,Medium,Low
E101893,Male,Service,No,54.6,2,68,6.3,7.2,73.6,5,0.18,Low,Medium
E101894,Female,Service,Yes,47.5,1,40,2.7,4.1,75.6,10,0.16,Low,Medium
E101895,Female,Service,No,47.8,2,57,3.4,1.8,66.8,0,0.28,Low,Low
E101896,Female,Service,Yes,42.4,1,56,5.5,7.9,74.2,4,0.12,Low,Medium
E101897,Male,Product,Yes,47.9,12,32,4.5,6.1,55.0,9,0.18,Low,Low
E101898,Male,Product,Yes,53.5,12,69,8.4,8.4,96.1,0,0.13,Low,Medium
E101899,Female,Service,Yes,44.3,1,64,8.4,4.2,62.9,1,0.49,Medium,Low
E101900,Female,Service,Yes,43.3,19,35,4.0,1.2,97.4,4,0.35,Medium,Low
E101901,Male,Product,Yes,43.8,18,48,5.1,1.4,74.6,1,0.44,Medium,Low
E101902,Female,Product,No,53.1,8,54,9.8,8.2,92.8,11,0.18,Low,Low
E101903,Male,Service,Yes,49.3,4,44,8.4,4.7,78.9,3,0.45,Medium,Low
E101904,Female,Product,Yes,52.2,6,84,2.9,9.8,92.2,2,0.01,Low,High
E101905,Male,Product,Yes,46.6,12,39,3.5,8.5,50.5,8,0.05,Low,Medium
E101906,Female,Product,Yes,45.2,0,83,1.8,1.1,59.3,9,0.16,Low,Medium
E101907,Male,Service,Yes,47.1,8,43,7.1,8.8,67.7,4,0.09,Low,Medium
E101908,Male,Service,Yes,50.4,1,81,3.9,2.9,64.8,1,0.28,Low,Medium
E101909,Male,Service,No,43.8,2,71,5.8,5.4,97.3,9,0.27,Low,Medium
E101910,Male,Product,Yes,51.8,11,61,7.9,5.6,69.7,5,0.35,Medium,Low
E101911,Female,Product,Yes,46.8,4,31,8.5,1.5,98.6,5,0.72,High,Low
E101912,Other,Service,No,33.0,11,63,3.9,2.1,82.6,4,0.31,Medium,Medium
E101913,Male,Product,Yes,49.4,3,64,3.1,4.8,91.8,11,0.16,Low,Medium
E101914,Male,Product,Yes,38.6,11,98,8.6,6.8,69.7,2,0.28,Low,Medium
E101915,Female,Product,Yes,49.3,4,19,4.4,3.4,59.5,7,0.29,Low,Low
E101916,Female,Product,No,49.5,13,27,8.4,5.7,52.5,4,0.36,Medium,Low
E101917,Female,Product,No,46.6,13,77,2.3,4.4,82.8,9,0.13,Low,Medium
E101918,Male,Service,No,47.7,9,53,9.2,6.7,98.6,11,0.3,Low,Low
E101919,Male,Product,Yes,50.5,9,82,5.3,4.8,55.9,8,0.28,Low,Medium
E101920,Female,Product,Yes,42.5,4,59,2.5,8.7,88.6,3,0.03,Low,High
E101921,Male,Service,No,49.0,17,31,5.8,9.9,68.2,11,0.01,Low,Medium
E101922,Female,Service,Yes,50.8,16,73,8.8,9.2,99.7,3,0.07,Low,Medium
E101923,Male,Product,Yes,53.8,9,94,4.5,2.5,93.5,1,0.34,Medium,Medium
E101924,Female,Service,No,39.5,10,73,2.6,5.1,61.5,2,0.13,Low,Medium
E101925,Male,Product,Yes,47.0,14,22,6.2,5.1,88.3,6,0.3,Low,Low
E101926,Female,Service,Yes,40.2,18,44,8.5,8.6,86.7,5,0.12,Low,Low
E101927,Male,Service,No,40.0,11,17,2.1,4.2,88.2,6,0.12,Low,Low
E101928,Female,Service,Yes,46.8,15,31,1.4,5.9,54.1,6,0.06,Low,Medium
E101929,Male,Service,Yes,45.4,11,65,1.5,6.5,90.5,8,0.05,Low,High
E101930,Female,Product,No,50.7,18,38,3.1,2.0,63.1,2,0.25,Low,Low
E101931,Female,Service,No,43.3,2,94,1.1,6.0,79.5,5,0.04,Low,High
E101932,Female,Service,Yes,44.3,12,78,4.9,3.2,55.8,1,0.33,Medium,Medium
E101933,Female,Service,Yes,46.1,14,98,7.3,2.9,77.9,2,0.52,Medium,Medium
E101934,Female,Service,No,40.7,16,88,7.4,3.3,95.3,5,0.5,Medium,Medium
E101935,Female,Service,Yes,41.4,10,85,6.7,1.9,58.9,10,0.54,Medium,Low
E101936,Male,Product,Yes,50.6,11,63,3.7,1.6,92.8,0,0.31,Medium,Low
E101937,Female,Service,Yes,42.3,16,34,7.6,6.8,71.8,7,0.24,Low,Low
E101938,Male,Service,No,50.9,4,91,6.2,9.5,66.1,3,0.03,Low,High
E101939,Male,Service,No,48.0,4,43,8.8,7.2,52.9,4,0.25,Low,Low
E101940,Male,Service,Yes,37.3,6,24,5.3,3.8,76.4,4,0.33,Medium,Low
E101941,Male,Service,No,47.7,2,23,2.6,4.0,60.0,5,0.16,Low,Low
E101942,Female,Service,No,47.6,2,85,6.7,5.9,97.0,10,0.27,Low,Medium
E101943,Female,Product,Yes,47.1,16,77,2.4,8.8,61.9,0,0.03,Low,High
E101944,Female,Product,Yes,44.3,1,47,9.7,2.8,79.3,7,0.7,High,Low
E101945,Male,Product,Yes,40.3,14,38,7.3,5.2,77.9,4,0.35,Medium,Low
E101946,Male,Service,No,51.7,18,94,7.8,5.5,66.8,2,0.35,Medium,Medium
E101947,Male,Service,Yes,44.5,9,46,7.1,9.4,92.6,7,0.04,Low,Medium
E101948,Male,Service,Yes,40.6,10,18,1.9,5.8,59.2,9,0.08,Low,Low
E101949,Male,Product,Yes,47.3,8,76,5.2,8.0,90.9,2,0.1,Low,Medium
E101950,Male,Product,Yes,41.3,13,92,6.9,1.8,60.4,2,0.57,Medium,Medium
E101951,Male,Service,No,40.3,6,36,3.1,3.9,52.0,7,0.19,Low,Low
E101952,Female,Service,Yes,43.1,9,37,7.1,6.5,97.2,9,0.25,Low,Low
E101953,Female,Product,No,41.7,0,40,8.4,7.1,81.9,7,0.24,Low,Low
E101954,Other,Product,Yes,40.4,0,63,3.5,9.0,81.5,2,0.03,Low,High
E101955,Female,Product,Yes,49.0,13,58,2.8,6.3,63.3,3,0.1,Low,Medium
E101956,Female,Product,No,44.4,7,36,8.9,3.6,57.0,5,0.57,Medium,Low
E101957,Male,Product,Yes,51.3,13,81,1.0,5.9,85.3,10,0.04,Low,High
E101958,Female,Service,Yes,40.7,6,56,3.3,7.4,75.9,0,0.09,Low,Medium
E101959,Female,Product,No,36.4,17,66,4.7,8.1,65.9,8,0.09,Low,Medium
E101960,Male,Product,Yes,45.7,8,31,7.1,9.5,65.8,1,0.04,Low,Low
E101961,Male,Product,Yes,54.3,14,28,10.0,2.7,94.5,0,0.73,High,Low
E101962,Female,Service,Yes,47.7,0,78,4.3,6.9,94.5,4,0.13,Low,Medium
E101963,Male,Service,Yes,61.1,10,59,9.5,2.8,63.7,6,0.68,High,Low
E101964,Female,Service,No,46.7,18,78,4.3,3.9,89.7,11,0.26,Low,Medium
E101965,Female,Service,No,46.2,9,44,7.3,2.3,61.3,11,0.56,Medium,Low
E101966,Male,Product,Yes,34.2,17,27,2.5,8.0,90.4,7,0.05,Low,Medium
E101967,Male,Service,No,47.1,3,40,5.1,9.2,56.3,4,0.04,Low,Medium
E101968,Male,Service,No,45.8,17,46,8.8,1.3,87.9,7,0.77,High,Low
E101969,Male,Product,Yes,43.0,17,60,3.9,8.3,77.8,2,0.07,Low,Medium
E101970,Male,Service,Yes,44.3,19,65,1.9,3.2,55.9,6,0.13,Low,Medium
E101971,Female,Service,Yes,44.7,11,48,5.7,5.4,80.8,7,0.26,Low,Low
E101972,Male,Service,No,44.1,8,90,5.0,7.7,59.6,10,0.12,Low,High
E101973,Male,Product,No,55.4,17,42,3.1,5.6,59.7,4,0.14,Low,Medium
E101974,Male,Service,Yes,43.1,5,33,9.2,3.1,72.4,4,0.63,High,Low
E101975,Female,Product,No,45.8,18,62,6.4,9.2,98.2,6,0.05,Low,Medium
E101976,Male,Service,Yes,43.0,19,86,4.1,6.3,94.6,1,0.15,Low,High
E101977,Male,Product,Yes,48.9,14,48,10.0,9.4,91.3,2,0.06,Low,Low
E101978,Female,Service,No,45.9,4,30,2.2,8.6,92.6,8,0.03,Low,Medium
E101979,Female,Service,Yes,43.6,10,85,8.6,8.9,74.9,6,0.09,Low,Medium
E101980,Male,Service,Yes,35.4,12,41,3.1,4.3,68.7,5,0.18,Low,Medium
E101981,Female,Service,Yes,46.2,1,65,3.2,9.9,94.2,0,0.0,Low,High
E101982,Male,Service,Yes,43.5,7,98,5.5,8.7,54.0,10,0.07,Low,High
E101983,Male,Service,Yes,44.7,10,68,7.0,4.0,99.8,6,0.42,Medium,Low
E101984,Male,Service,Yes,39.1,17,31,7.2,9.1,77.6,11,0.06,Low,Low
E101985,Male,Service,No,52.2,9,86,1.2,7.8,77.0,4,0.03,Low,High
E101986,Female,Service,No,49.3,0,82,3.6,7.5,64.6,5,0.09,Low,High
E101987,Male,Service,Yes,52.2,3,15,6.9,1.1,58.5,1,0.61,High,Low
E101988,Male,Product,Yes,50.7,16,28,9.0,1.2,84.0,7,0.79,High,Low
E101989,Female,Product,No,48.0,16,21,7.0,7.3,68.1,9,0.19,Low,Low
E101990,Female,Service,Yes,39.3,4,78,3.4,3.5,65.1,5,0.22,Low,Medium
E101991,Male,Service,Yes,54.2,2,86,5.6,1.5,58.1,1,0.48,Medium,Medium
E101992,Female,Product,Yes,40.4,6,22,6.8,3.6,76.8,7,0.44,Medium,Low
E101993,Male,Service,Yes,43.7,4,68,2.2,8.5,79.4,0,0.03,Low,High
E101994,Female,Product,Yes,48.5,9,38,5.9,5.2,72.2,11,0.28,Low,Low
E101995,Female,Service,Yes,48.8,6,69,5.2,6.5,50.6,11,0.18,Low,Medium
E101996,Female,Product,Yes,47.9,16,15,4.0,8.2,74.6,1,0.07,Low,Low
E101997,Male,Service,No,43.0,16,86,6.6,3.9,63.6,4,0.4,Medium,Medium
E101998,Male,Product,No,42.0,6,83,6.7,1.1,56.9,5,0.6,Medium,Low
E101999,Male,Service,Yes,57.7,5,46,9.7,3.9,78.9,4,0.59,Medium,Low
E102000,Male,Product,No,44.8,8,15,4.9,9.6,83.6,1,0.02,Low,Medium
E102001,Male,Service,Yes,44.2,7,80,5.8,5.3,75.9,2,0.27,Low,Medium
E102002,Female,Service,Yes,41.4,13,56,2.4,6.1,80.7,9,0.09,Low,Medium
E102003,Male,Product,No,46.2,5,93,5.9,7.8,80.3,3,0.13,Low,High
E102004,Male,Service,Yes,46.0,8,23,1.3,2.0,56.2,7,0.1,Low,Low
E102005,Female,Product,Yes,44.9,19,90,2.3,7.6,60.8,0,0.06,Low,High
E102006,Male,Service,Yes,46.9,10,88,2.5,3.7,50.5,5,0.16,Low,Medium
E102007,Female,Product,No,53.8,10,38,6.7,4.5,99.1,10,0.37,Medium,Low
E102008,Male,Service,Yes,42.0,7,33,6.1,3.4,60.6,6,0.4,Medium,Low
E102009,Male,Product,No,45.2,2,65,8.2,2.4,90.7,8,0.62,High,Low
E102010,Male,Product,No,41.8,10,95,5.2,4.3,89.1,2,0.3,Low,Medium
E102011,Male,Service,No,46.5,3,16,5.3,1.9,85.3,9,0.43,Medium,Low
E102012,Female,Product,Yes,42.2,2,24,2.5,8.6,72.5,11,0.04,Low,Medium
E102013,Male,Product,Yes,42.4,12,83,7.7,3.8,79.2,2,0.48,Medium,Medium
E102014,Male,Service,Yes,37.7,18,20,1.0,6.9,59.3,9,0.03,Low,Medium
E102015,Male,Product,Yes,45.5,7,76,4.8,3.7,55.3,3,0.3,Low,Medium
E102016,Male,Service,No,47.1,0,80,2.7,2.9,67.6,0,0.19,Low,Medium
E102017,Female,Product,Yes,54.3,7,22,7.9,7.4,91.3,6,0.21,Low,Low
E102018,Male,Service,No,47.3,8,82,7.1,6.6,78.2,10,0.24,Low,Medium
E102019,Female,Service,Yes,42.8,5,73,7.4,3.0,88.2,9,0.52,Medium,Low
E102020,Female,Service,No,38.2,10,64,2.3,6.5,94.5,2,0.08,Low,Medium
E102021,Female,Service,Yes,38.9,9,50,7.0,1.0,78.0,4,0.63,High,Low
E102022,Female,Product,Yes,38.5,2,22,7.2,2.6,68.4,10,0.53,Medium,Low
E102023,Male,Product,No,54.4,7,31,1.0,7.5,92.8,11,0.02,Low,Medium
E102024,Male,Service,Yes,46.4,4,73,3.9,4.7,61.5,6,0.21,Low,Medium
E102025,Male,Service,Yes,42.1,1,92,1.8,2.8,51.2,4,0.13,Low,High
E102026,Female,Product,Yes,40.2,15,22,7.1,5.6,52.5,5,0.31,Medium,Low
E102027,Other,Service,Yes,40.7,0,92,2.9,5.2,79.1,3,0.14,Low,High
E102028,Male,Service,No,42.0,1,57,3.4,6.7,94.6,0,0.11,Low,Medium
E102029,Female,Service,No,51.6,2,77,1.7,1.7,78.2,6,0.14,Low,Medium
E102030,Male,Service,Yes,44.9,8,95,5.4,8.4,70.5,11,0.09,Low,High
E102031,Female,Service,Yes,37.8,16,26,1.3,1.5,78.9,1,0.11,Low,Low
E102032,Male,Product,Yes,56.6,11,98,8.6,5.1,83.6,10,0.42,Medium,Medium
E102033,Female,Service,No,39.3,1,70,1.2,7.4,87.9,6,0.03,Low,High
E102034,Female,Product,No,42.0,1,63,1.6,4.1,67.4,0,0.09,Low,Medium
E102035,Male,Service,No,51.6,18,66,6.8,9.2,69.3,8,0.05,Low,Medium
E102036,Male,Service,Yes,47.1,19,25,9.3,7.8,51.2,9,0.2,Low,Low
E102037,Male,Product,Yes,42.7,16,41,9.0,4.8,82.5,3,0.47,Medium,Low
E102038,Male,Service,Yes,38.8,16,76,1.8,2.7,88.8,8,0.13,Low,Medium
E102039,Male,Service,Yes,40.2,12,23,3.6,1.4,75.5,2,0.31,Medium,Low
E102040,Female,Product,No,40.5,11,96,5.7,8.2,68.8,1,0.1,Low,High
E102041,Female,Service,Yes,45.0,10,50,1.2,2.7,66.7,4,0.09,Low,Medium
E102042,Male,Product,No,46.0,10,60,5.8,3.4,82.3,2,0.38,Medium,Low
E102043,Male,Service,Yes,44.3,7,98,5.0,1.1,66.5,5,0.44,Medium,Medium
E102044,Female,Product,No,44.8,17,43,6.3,1.2,80.0,3,0.55,Medium,Low
E102045,Female,Service,Yes,39.7,3,82,9.3,3.1,96.3,3,0.64,High,Low
E102046,Male,Service,Yes,46.5,17,93,3.5,8.9,66.5,9,0.04,Low,High
E102047,Female,Product,Yes,51.4,14,55,6.8,8.0,53.4,4,0.14,Low,Medium
E102048,Male,Product,No,44.2,6,42,4.9,7.9,93.7,5,0.1,Low,Medium
E102049,Male,Service,Yes,44.1,14,78,4.9,8.4,63.7,9,0.08,Low,High
E102050,Male,Service,No,45.4,18,38,6.8,2.7,99.4,9,0.5,Medium,Low
E102051,Male,Service,Yes,50.6,16,30,9.6,9.8,92.0,9,0.02,Low,Low
E102052,Male,Product,Yes,40.5,9,36,8.8,3.1,71.3,5,0.61,High,Low
E102053,Female,Product,No,52.3,10,61,6.8,2.3,81.4,6,0.52,Medium,Low
E102054,Female,Product,Yes,47.1,13,31,5.2,3.7,63.9,6,0.33,Medium,Low
E102055,Female,Service,Yes,45.1,3,15,4.8,5.8,54.2,11,0.2,Low,Low
E102056,Male,Product,Yes,51.1,3,45,8.1,2.1,76.3,3,0.64,High,Low
E102057,Male,Service,No,39.1,0,26,3.0,7.6,71.2,10,0.07,Low,Medium
E102058,Female,Service,Yes,47.6,11,34,6.3,4.3,98.5,5,0.36,Medium,Low
E102059,Male,Service,Yes,47.2,6,33,5.5,6.1,79.9,3,0.21,Low,Low
E102060,Male,Product,Yes,40.3,4,19,6.8,7.6,87.4,1,0.16,Low,Low
E102061,Male,Product,Yes,47.3,0,29,2.7,9.1,56.8,10,0.02,Low,Medium
E102062,Female,Service,Yes,46.4,7,39,7.3,8.4,86.2,7,0.12,Low,Low
E102063,Male,Product,Yes,44.1,17,49,6.6,5.8,52.8,0,0.28,Low,Low
E102064,Male,Product,No,49.3,12,69,2.6,9.9,80.7,4,0.0,Low,High
E102065,Female,Service,Yes,42.1,16,77,5.0,5.8,91.9,2,0.21,Low,Medium
E102066,Male,Service,No,46.4,1,61,7.1,5.8,74.2,5,0.3,Low,Medium
E102067,Male,Product,No,44.3,5,81,9.1,2.4,60.8,7,0.69,High,Low
E102068,Male,Product,No,41.9,3,96,2.1,2.3,72.2,0,0.16,Low,Medium
E102069,Male,Service,Yes,47.5,7,78,1.1,2.5,92.1,9,0.08,Low,Medium
E102070,Female,Service,Yes,44.0,14,36,2.5,6.3,85.7,3,0.09,Low,Medium
E102071,Male,Service,No,37.6,4,94,9.9,4.7,80.3,3,0.52,Medium,Medium
E102072,Male,Service,Yes,36.0,19,93,7.9,4.5,84.7,10,0.43,Medium,Medium
E102073,Female,Product,Yes,48.9,10,83,6.5,2.1,91.7,5,0.51,Medium,Medium
E102074,Female,Service,No,38.9,7,91,2.2,4.4,57.6,0,0.12,Low,High
E102075,Female,Product,Yes,46.4,16,88,4.7,4.4,92.1,11,0.26,Low,Medium
E102076,Male,Service,Yes,45.3,8,94,7.4,6.6,90.3,5,0.25,Low,Medium
E102077,Male,Service,Yes,43.2,17,16,9.1,4.5,73.9,9,0.5,Medium,Low
E102078,Other,Service,No,54.8,13,39,4.4,4.8,70.1,8,0.23,Low,Low
E102079,Female,Product,Yes,45.9,8,75,10.0,3.5,96.6,0,0.65,High,Low
E102080,Male,Service,No,48.8,9,19,2.3,2.2,91.0,11,0.18,Low,Low
E102081,Male,Product,Yes,46.4,19,42,4.5,3.7,99.4,10,0.28,Low,Low
E102082,Male,Service,Yes,43.8,1,95,8.9,1.4,82.1,10,0.77,High,Low
E102083,Female,Service,Yes,44.9,2,80,6.8,2.8,51.6,2,0.49,Medium,Medium
E102084,Male,Service,Yes,52.3,4,29,8.3,3.9,57.7,11,0.51,Medium,Low
E102085,Male,Service,Yes,50.4,3,69,9.2,2.3,91.0,4,0.71,High,Low
E102086,Male,Product,Yes,54.8,2,52,5.6,7.0,81.9,9,0.17,Low,Medium
E102087,Female,Service,No,46.1,18,37,3.1,3.5,59.9,1,0.2,Low,Low
E102088,Female,Product,Yes,40.6,9,96,7.2,6.5,50.6,10,0.25,Low,Medium
E102089,Male,Service,Yes,42.8,6,28,6.1,6.8,63.1,2,0.2,Low,Low
E102090,Female,Service,Yes,39.1,11,46,8.0,5.0,56.9,1,0.4,Medium,Low
E102091,Female,Service,No,48.8,7,58,5.6,5.0,93.8,3,0.28,Low,Medium
E102092,Male,Service,Yes,42.1,4,84,8.3,6.2,94.1,7,0.32,Medium,Medium
E102093,Male,Product,Yes,29.7,12,96,9.1,3.4,92.1,8,0.6,Medium,Medium
E102094,Male,Product,No,57.3,8,72,7.7,1.2,54.7,7,0.68,High,Low
E102095,Female,Service,Yes,42.1,3,18,7.7,6.8,56.8,9,0.25,Low,Low
E102096,Female,Service,Yes,42.1,1,76,6.3,6.5,56.8,9,0.22,Low,Medium
E102097,Female,Product,Yes,53.4,4,74,5.2,5.3,62.9,0,0.24,Low,Medium
E102098,Female,Product,No,39.0,1,89,9.8,8.9,53.6,8,0.11,Low,Medium
E102099,Male,Product,Yes,50.7,17,73,6.8,5.6,99.1,4,0.3,Low,Medium
E102100,Female,Service,Yes,42.1,5,89,8.6,3.7,92.8,1,0.54,Medium,Medium
E102101,Male,Service,No,38.4,10,43,5.5,7.4,53.5,8,0.14,Low,Medium
E102102,Male,Product,Yes,53.5,9,33,6.0,9.7,57.2,1,0.02,Low,Medium
E102103,Female,Product,No,49.6,0,31,7.0,7.6,63.1,0,0.17,Low,Low
E102104,Female,Service,Yes,49.6,1,18,7.6,9.2,88.8,2,0.06,Low,Low
E102105,Male,Product,Yes,46.8,9,58,5.0,2.0,85.7,5,0.4,Medium,Low
E102106,Female,Product,Yes,48.0,4,18,4.2,2.1,81.5,2,0.33,Medium,Low
E102107,Female,Service,Yes,38.8,11,73,3.2,2.4,95.6,5,0.24,Low,Medium
E102108,Male,Service,Yes,45.6,18,26,4.8,7.3,51.8,2,0.13,Low,Low
E102109,Other,Service,Yes,40.4,1,61,2.9,4.5,58.1,9,0.16,Low,Medium
E102110,Male,Service,Yes,38.1,5,21,4.8,5.3,59.5,1,0.23,Low,Low
E102111,Male,Product,No,47.1,14,99,8.9,3.4,53.0,1,0.59,Medium,Medium
E102112,Male,Service,Yes,50.8,7,26,9.8,7.6,80.9,3,0.24,Low,Low
E102113,Female,Product,No,43.1,15,85,6.2,8.6,60.5,2,0.09,Low,High
E102114,Female,Product,No,43.9,18,68,2.3,2.4,74.1,7,0.17,Low,Medium
E102115,Male,Service,No,39.3,17,72,4.8,2.7,84.3,0,0.35,Medium,Medium
E102116,Male,Service,No,45.0,16,77,6.4,4.1,79.8,5,0.38,Medium,Medium
E102117,Female,Product,Yes,48.8,0,29,4.3,3.5,64.5,5,0.28,Low,Low
E102118,Male,Product,No,49.0,10,51,2.8,5.8,70.7,4,0.12,Low,Medium
E102119,Female,Product,No,47.7,3,70,3.0,7.8,67.0,11,0.07,Low,High
E102120,Female,Service,No,41.9,5,87,5.3,8.1,92.6,9,0.1,Low,High
E102121,Male,Service,Yes,41.7,6,94,2.9,2.9,71.0,10,0.21,Low,Medium
E102122,Female,Service,No,49.0,7,45,3.2,2.6,53.1,11,0.24,Low,Low
E102123,Male,Product,No,49.1,9,29,8.9,4.3,81.0,7,0.51,Medium,Low
E102124,Other,Service,No,44.1,16,16,8.0,2.3,59.9,10,0.62,High,Low
E102125,Female,Product,Yes,42.9,11,27,1.5,1.8,66.9,0,0.12,Low,Low
E102126,Female,Service,Yes,50.8,7,19,3.9,3.2,66.4,11,0.27,Low,Low
E102127,Male,Product,No,43.2,11,62,5.8,4.5,53.6,4,0.32,Medium,Medium
E102128,Female,Product,Yes,48.7,16,47,1.5,6.3,97.5,3,0.06,Low,Medium
